  1.9950304e+007  1.7300000e+003 -1.0000000e+001  1.3700000e+000
  1.9950304e+007  1.7300000e+003 -8.0000000e+001  1.4100000e+000
  1.9950304e+007  1.7300000e+003 -1.8000000e+002  1.4100000e+000
  1.9950304e+007  1.7300000e+003 -2.8000000e+002  1.4100000e+000
  1.9950304e+007  1.7300000e+003 -3.8000000e+002  1.4100000e+000
  1.9950304e+007  1.7300000e+003 -4.8000000e+002  1.4100000e+000
  1.9950304e+007  1.7300000e+003 -5.8000000e+002  1.4100000e+000
  1.9950304e+007  1.7300000e+003 -7.8000000e+002  1.4100000e+000
  1.9950304e+007  1.7300000e+003 -9.8000000e+002  1.4100000e+000
  1.9950304e+007  1.7300000e+003 -1.1800000e+003  1.4100000e+000
  1.9950304e+007  1.7300000e+003 -1.5800000e+003  1.4600000e+000
  1.9950304e+007  1.7300000e+003 -1.9800000e+003  1.5500000e+000
  1.9950304e+007  1.7300000e+003 -2.4800000e+003  1.5900000e+000
  1.9950901e+007  1.7000000e+003 -1.0000000e+001  1.7290000e+001
  1.9950901e+007  1.7000000e+003 -1.0000000e+002  1.7290000e+001
  1.9950901e+007  1.7000000e+003 -2.0000000e+002  1.7290000e+001
  1.9950901e+007  1.7000000e+003 -3.0000000e+002  1.7290000e+001
  1.9950901e+007  1.7000000e+003 -4.0000000e+002  1.7240000e+001
  1.9950901e+007  1.7000000e+003 -5.0000000e+002  1.7240000e+001
  1.9950901e+007  1.7000000e+003 -6.0000000e+002  1.7240000e+001
  1.9950901e+007  1.7000000e+003 -7.0000000e+002  1.7190000e+001
  1.9950901e+007  1.7000000e+003 -8.0000000e+002  1.7190000e+001
  1.9950901e+007  1.7000000e+003 -9.0000000e+002  1.7190000e+001
  1.9950901e+007  1.7000000e+003 -1.0000000e+003  1.7190000e+001
  1.9950901e+007  1.7000000e+003 -1.2000000e+003  1.7040000e+001
  1.9950901e+007  1.7000000e+003 -1.4000000e+003  1.3230000e+001
  1.9950901e+007  1.7000000e+003 -1.6000000e+003  1.2080000e+001
  1.9950901e+007  1.7000000e+003 -1.8000000e+003  1.1510000e+001
  1.9950901e+007  1.7000000e+003 -2.0000000e+003  1.1040000e+001
  1.9950901e+007  1.7000000e+003 -2.5000000e+003  9.7100000e+000
  1.9950901e+007  1.7000000e+003 -3.0000000e+003  9.3300000e+000
  1.9950901e+007  1.7000000e+003 -3.2000000e+003  9.2800000e+000
  1.9960309e+007  1.7400000e+003 -1.0000000e+001  1.3700000e+000
  1.9960309e+007  1.7400000e+003 -4.0000000e+001  2.5500000e+000
  1.9960309e+007  1.7400000e+003 -1.4000000e+002  2.5500000e+000
  1.9960309e+007  1.7400000e+003 -2.4000000e+002  2.5500000e+000
  1.9960309e+007  1.7400000e+003 -3.4000000e+002  2.5500000e+000
  1.9960309e+007  1.7400000e+003 -4.4000000e+002  2.5500000e+000
  1.9960309e+007  1.7400000e+003 -5.4000000e+002  2.5500000e+000
  1.9960309e+007  1.7400000e+003 -7.4000000e+002  2.5500000e+000
  1.9960309e+007  1.7400000e+003 -9.4000000e+002  2.5500000e+000
  1.9960309e+007  1.7400000e+003 -1.1400000e+003  2.5500000e+000
  1.9960309e+007  1.7400000e+003 -1.3400000e+003  2.6400000e+000
  1.9960309e+007  1.7400000e+003 -1.5400000e+003  2.6400000e+000
  1.9960309e+007  1.7400000e+003 -1.7400000e+003  2.6800000e+000
  1.9960309e+007  1.7400000e+003 -1.9400000e+003  2.7200000e+000
  1.9960309e+007  1.7400000e+003 -2.4400000e+003  3.0000000e+000
  1.9960309e+007  1.7400000e+003 -3.0400000e+003  3.6900000e+000
  1.9960906e+007  9.1500000e+002 -1.0000000e+001  1.7880000e+001
  1.9960906e+007  9.1500000e+002 -1.0000000e+002  1.7880000e+001
  1.9960906e+007  9.1500000e+002 -2.0000000e+002  1.7880000e+001
  1.9960906e+007  9.1500000e+002 -3.0000000e+002  1.7880000e+001
  1.9960906e+007  9.1500000e+002 -4.0000000e+002  1.7880000e+001
  1.9960906e+007  9.1500000e+002 -5.0000000e+002  1.7880000e+001
  1.9960906e+007  9.1500000e+002 -6.0000000e+002  1.7880000e+001
  1.9960906e+007  9.1500000e+002 -7.0000000e+002  1.7880000e+001
  1.9960906e+007  9.1500000e+002 -8.0000000e+002  1.7830000e+001
  1.9960906e+007  9.1500000e+002 -9.0000000e+002  1.7830000e+001
  1.9960906e+007  9.1500000e+002 -1.0000000e+003  1.7790000e+001
  1.9960906e+007  9.1500000e+002 -1.2000000e+003  1.7690000e+001
  1.9960906e+007  9.1500000e+002 -1.4000000e+003  1.7640000e+001
  1.9960906e+007  9.1500000e+002 -1.6000000e+003  1.5940000e+001
  1.9960906e+007  9.1500000e+002 -1.8000000e+003  1.4930000e+001
  1.9960906e+007  9.1500000e+002 -2.0000000e+003  1.4350000e+001
  1.9960906e+007  9.1500000e+002 -2.5000000e+003  1.1060000e+001
  1.9960906e+007  9.1500000e+002 -3.0000000e+003  9.6400000e+000
  1.9960906e+007  9.1500000e+002 -3.3000000e+003  9.3600000e+000
  1.9970322e+007  1.0450000e+003 -1.0000000e+001  2.2300000e+000
  1.9970322e+007  1.0450000e+003 -1.0000000e+002  2.2700000e+000
  1.9970322e+007  1.0450000e+003 -1.5000000e+002  2.2700000e+000
  1.9970322e+007  1.0450000e+003 -2.0000000e+002  2.2700000e+000
  1.9970322e+007  1.0450000e+003 -3.0000000e+002  2.2700000e+000
  1.9970322e+007  1.0450000e+003 -4.0000000e+002  2.2700000e+000
  1.9970322e+007  1.0450000e+003 -5.0000000e+002  2.2700000e+000
  1.9970322e+007  1.0450000e+003 -6.0000000e+002  2.2700000e+000
  1.9970322e+007  1.0450000e+003 -7.0000000e+002  2.2700000e+000
  1.9970322e+007  1.0450000e+003 -8.0000000e+002  2.2700000e+000
  1.9970322e+007  1.0450000e+003 -9.0000000e+002  2.2700000e+000
  1.9970322e+007  1.0450000e+003 -1.0000000e+003  2.2700000e+000
  1.9970322e+007  1.0450000e+003 -1.2000000e+003  2.3200000e+000
  1.9970322e+007  1.0450000e+003 -1.4000000e+003  2.3200000e+000
  1.9970322e+007  1.0450000e+003 -1.6000000e+003  2.3200000e+000
  1.9970322e+007  1.0450000e+003 -1.8000000e+003  2.3200000e+000
  1.9970322e+007  1.0450000e+003 -2.0000000e+003  2.3600000e+000
  1.9970322e+007  1.0450000e+003 -2.5000000e+003  2.3600000e+000
  1.9970828e+007  9.0000000e+002 -1.0000000e+001  2.0680000e+001
  1.9970828e+007  9.0000000e+002 -1.0000000e+002  2.0680000e+001
  1.9970828e+007  9.0000000e+002 -2.0000000e+002  2.0680000e+001
  1.9970828e+007  9.0000000e+002 -3.0000000e+002  2.0680000e+001
  1.9970828e+007  9.0000000e+002 -4.0000000e+002  2.0680000e+001
  1.9970828e+007  9.0000000e+002 -5.0000000e+002  2.0680000e+001
  1.9970828e+007  9.0000000e+002 -6.0000000e+002  2.0590000e+001
  1.9970828e+007  9.0000000e+002 -7.0000000e+002  2.0590000e+001
  1.9970828e+007  9.0000000e+002 -8.0000000e+002  1.8820000e+001
  1.9970828e+007  9.0000000e+002 -9.0000000e+002  1.4210000e+001
  1.9970828e+007  9.0000000e+002 -1.0000000e+003  1.3110000e+001
  1.9970828e+007  9.0000000e+002 -1.2000000e+003  1.2010000e+001
  1.9970828e+007  9.0000000e+002 -1.4000000e+003  1.1280000e+001
  1.9970828e+007  9.0000000e+002 -1.6000000e+003  1.1000000e+001
  1.9970828e+007  9.0000000e+002 -1.8000000e+003  1.0550000e+001
  1.9970828e+007  9.0000000e+002 -2.0000000e+003  1.0280000e+001
  1.9970828e+007  9.0000000e+002 -2.5000000e+003  9.0000000e+000
  1.9970828e+007  9.0000000e+002 -3.0000000e+003  8.7300000e+000
  1.9980314e+007  1.3000000e+003  0.0000000e+000  1.7100000e+000
  1.9980314e+007  1.3000000e+003 -9.0000000e+001  1.7500000e+000
  1.9980314e+007  1.3000000e+003 -1.9000000e+002  1.7500000e+000
  1.9980314e+007  1.3000000e+003 -2.9000000e+002  1.7500000e+000
  1.9980314e+007  1.3000000e+003 -3.9000000e+002  1.7500000e+000
  1.9980314e+007  1.3000000e+003 -4.9000000e+002  1.7500000e+000
  1.9980314e+007  1.3000000e+003 -5.9000000e+002  1.7500000e+000
  1.9980314e+007  1.3000000e+003 -6.9000000e+002  1.7500000e+000
  1.9980314e+007  1.3000000e+003 -7.9000000e+002  1.7500000e+000
  1.9980314e+007  1.3000000e+003 -8.9000000e+002  1.7500000e+000
  1.9980314e+007  1.3000000e+003 -9.9000000e+002  1.8000000e+000
  1.9980314e+007  1.3000000e+003 -1.1900000e+003  1.8000000e+000
  1.9980314e+007  1.3000000e+003 -1.3900000e+003  1.8000000e+000
  1.9980314e+007  1.3000000e+003 -1.5900000e+003  1.8000000e+000
  1.9980314e+007  1.3000000e+003 -1.7900000e+003  1.8000000e+000
  1.9980314e+007  1.3000000e+003 -1.9900000e+003  1.8400000e+000
  1.9980314e+007  1.3000000e+003 -2.4900000e+003  1.8900000e+000
  1.9980314e+007  1.3000000e+003 -2.9900000e+003  2.0700000e+000
  1.9980314e+007  1.3000000e+003 -3.1900000e+003  2.1600000e+000
  1.9980818e+007  1.5100000e+003 -1.0000000e+001  1.7060000e+001
  1.9980818e+007  1.5100000e+003 -1.0000000e+002  1.7060000e+001
  1.9980818e+007  1.5100000e+003 -2.0000000e+002  1.7060000e+001
  1.9980818e+007  1.5100000e+003 -3.0000000e+002  1.6970000e+001
  1.9980818e+007  1.5100000e+003 -4.0000000e+002  1.6970000e+001
  1.9980818e+007  1.5100000e+003 -5.0000000e+002  1.6970000e+001
  1.9980818e+007  1.5100000e+003 -6.0000000e+002  1.6880000e+001
  1.9980818e+007  1.5100000e+003 -7.0000000e+002  1.6790000e+001
  1.9980818e+007  1.5100000e+003 -8.0000000e+002  1.6790000e+001
  1.9980818e+007  1.5100000e+003 -9.0000000e+002  1.6460000e+001
  1.9980818e+007  1.5100000e+003 -1.0000000e+003  1.6320000e+001
  1.9980818e+007  1.5100000e+003 -1.2000000e+003  1.5960000e+001
  1.9980818e+007  1.5100000e+003 -1.4000000e+003  1.4760000e+001
  1.9980818e+007  1.5100000e+003 -1.6000000e+003  1.3290000e+001
  1.9980818e+007  1.5100000e+003 -1.8000000e+003  1.3110000e+001
  1.9980818e+007  1.5100000e+003 -2.0000000e+003  1.2280000e+001
  1.9980818e+007  1.5100000e+003 -2.5000000e+003  9.5500000e+000
  1.9980818e+007  1.5100000e+003 -3.0000000e+003  8.4600000e+000
  1.9980818e+007  1.5100000e+003 -3.2000000e+003  8.3700000e+000
  1.9990220e+007  1.6200000e+003 -1.0000000e+001  1.2400000e+000
  1.9990220e+007  1.6200000e+003 -8.0000000e+001  1.3300000e+000
  1.9990220e+007  1.6200000e+003 -1.8000000e+002  1.3300000e+000
  1.9990220e+007  1.6200000e+003 -2.8000000e+002  1.3300000e+000
  1.9990220e+007  1.6200000e+003 -3.8000000e+002  1.3300000e+000
  1.9990220e+007  1.6200000e+003 -4.8000000e+002  1.4200000e+000
  1.9990220e+007  1.6200000e+003 -5.8000000e+002  1.5100000e+000
  1.9990220e+007  1.6200000e+003 -6.8000000e+002  1.6000000e+000
  1.9990220e+007  1.6200000e+003 -7.8000000e+002  1.6000000e+000
  1.9990220e+007  1.6200000e+003 -8.8000000e+002  1.6900000e+000
  1.9990220e+007  1.6200000e+003 -9.8000000e+002  1.6900000e+000
  1.9990220e+007  1.6200000e+003 -1.1800000e+003  1.7700000e+000
  1.9990220e+007  1.6200000e+003 -1.3800000e+003  1.8600000e+000
  1.9990220e+007  1.6200000e+003 -1.5800000e+003  1.9500000e+000
  1.9990220e+007  1.6200000e+003 -1.7800000e+003  2.0400000e+000
  1.9990220e+007  1.6200000e+003 -1.9800000e+003  2.2200000e+000
  1.9990220e+007  1.6200000e+003 -2.4800000e+003  2.2200000e+000
  1.9990220e+007  1.6200000e+003 -3.0800000e+003  2.5800000e+000
  1.9990813e+007  1.0300000e+003 -1.0000000e+001  1.9240000e+001
  1.9990813e+007  1.0300000e+003 -1.0000000e+002  1.9090000e+001
  1.9990813e+007  1.0300000e+003 -2.0000000e+002  1.9000000e+001
  1.9990813e+007  1.0300000e+003 -3.0000000e+002  1.8950000e+001
  1.9990813e+007  1.0300000e+003 -4.0000000e+002  1.8950000e+001
  1.9990813e+007  1.0300000e+003 -5.0000000e+002  1.8950000e+001
  1.9990813e+007  1.0300000e+003 -6.0000000e+002  1.8900000e+001
  1.9990813e+007  1.0300000e+003 -7.0000000e+002  1.8900000e+001
  1.9990813e+007  1.0300000e+003 -8.0000000e+002  1.8750000e+001
  1.9990813e+007  1.0300000e+003 -9.0000000e+002  1.8510000e+001
  1.9990813e+007  1.0300000e+003 -1.0000000e+003  1.6760000e+001
  1.9990813e+007  1.0300000e+003 -1.2000000e+003  1.5030000e+001
  1.9990813e+007  1.0300000e+003 -1.4000000e+003  1.4310000e+001
  1.9990813e+007  1.0300000e+003 -1.6000000e+003  1.3930000e+001
  1.9990813e+007  1.0300000e+003 -1.8000000e+003  1.3540000e+001
  1.9990813e+007  1.0300000e+003 -2.0000000e+003  1.3160000e+001
  1.9990813e+007  1.0300000e+003 -2.5000000e+003  1.0090000e+001
  1.9990813e+007  1.0300000e+003 -3.0000000e+003  9.2400000e+000
  2.0000314e+007  8.3000000e+002 -1.0000000e+001  1.3300000e+000
  2.0000314e+007  8.3000000e+002 -1.0000000e+002  1.3300000e+000
  2.0000314e+007  8.3000000e+002 -2.0000000e+002  1.3300000e+000
  2.0000314e+007  8.3000000e+002 -3.0000000e+002  1.3300000e+000
  2.0000314e+007  8.3000000e+002 -4.0000000e+002  1.3300000e+000
  2.0000314e+007  8.3000000e+002 -5.0000000e+002  1.3300000e+000
  2.0000314e+007  8.3000000e+002 -6.0000000e+002  1.3300000e+000
  2.0000314e+007  8.3000000e+002 -7.0000000e+002  1.3300000e+000
  2.0000314e+007  8.3000000e+002 -8.0000000e+002  1.3300000e+000
  2.0000314e+007  8.3000000e+002 -9.0000000e+002  1.3700000e+000
  2.0000314e+007  8.3000000e+002 -1.0000000e+003  1.3700000e+000
  2.0000314e+007  8.3000000e+002 -1.2000000e+003  1.4200000e+000
  2.0000314e+007  8.3000000e+002 -1.4000000e+003  1.4200000e+000
  2.0000314e+007  8.3000000e+002 -1.6000000e+003  1.4200000e+000
  2.0000314e+007  8.3000000e+002 -1.8000000e+003  1.4200000e+000
  2.0000314e+007  8.3000000e+002 -2.0000000e+003  1.4200000e+000
  2.0000314e+007  8.3000000e+002 -2.5000000e+003  1.4600000e+000
  2.0000314e+007  8.3000000e+002 -3.0000000e+003  1.5500000e+000
  2.0000815e+007  1.8000000e+003 -1.0000000e+001  1.8170000e+001
  2.0000815e+007  1.8000000e+003 -1.0000000e+002  1.8170000e+001
  2.0000815e+007  1.8000000e+003 -2.0000000e+002  1.8170000e+001
  2.0000815e+007  1.8000000e+003 -3.0000000e+002  1.8170000e+001
  2.0000815e+007  1.8000000e+003 -4.0000000e+002  1.8120000e+001
  2.0000815e+007  1.8000000e+003 -5.0000000e+002  1.8020000e+001
  2.0000815e+007  1.8000000e+003 -6.0000000e+002  1.7730000e+001
  2.0000815e+007  1.8000000e+003 -7.0000000e+002  1.7250000e+001
  2.0000815e+007  1.8000000e+003 -8.0000000e+002  1.6910000e+001
  2.0000815e+007  1.8000000e+003 -9.0000000e+002  1.6320000e+001
  2.0000815e+007  1.8000000e+003 -1.0000000e+003  1.5940000e+001
  2.0000815e+007  1.8000000e+003 -1.2000000e+003  1.5210000e+001
  2.0000815e+007  1.8000000e+003 -1.4000000e+003  1.5020000e+001
  2.0000815e+007  1.8000000e+003 -1.6000000e+003  1.4730000e+001
  2.0000815e+007  1.8000000e+003 -1.8000000e+003  1.4540000e+001
  2.0000815e+007  1.8000000e+003 -2.0000000e+003  1.4210000e+001
  2.0000815e+007  1.8000000e+003 -2.5000000e+003  9.7400000e+000
